--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
 ɔbɛtie                  	 ɔbɛtie                  	0.4642
 yɛnantenantew           	 yɛnantenantew           	0.2347
 onze                    	 onze                    	0.7133
 ɔonservs                	 ɔonservs                	0.4841
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 yɛresɛe                 	 yɛresɛe                 	0.8843
 Fontenelle              	 Fontenelle              	0.5931
 nneye                   	 nneye                   	0.7621
 Kembla                  	 Kembia                  	0.5774
 atwafo                  	 atwafo                  	0.5713
 onimdifoɔ               	 onimdifoɔ               	0.7241
 wɔbɛfrɛ                 	 wɔbɛfrɛ                 	0.8985
 Hyppolyte               	 Hyppolyte               	0.9789
 nhyɛaseɛ                	 nhyɛaseɛ                	0.9156
 dendeenden              	 dendeenden              	0.7258
 asɛdua                  	 asɛdua                  	0.6104
 MPɛN                    	 MPɛN                    	0.9050
 Vehiɔle                 	 Vehiɔle                 	0.7680
 bɛgogo                  	 bɛgogo                  	0.9842
 gbl                     	 gbl                     	0.6665
 wobɛwu                  	 wobɛwu                  	0.4837
 Nkratafa                	 Nkratafa                	0.4260
 akwammɔne               	 akwammɔne               	0.6893
 woampɛ                  	 woampɛ                  	0.6402
 ɔkɔfraa                 	 ɔkɔfraa                 	0.5787
 kɔfae                   	 kɔfae                   	0.5553
 Revealed                	 Revealed                	0.8921
 Poo                     	 Poo                     	0.9995
 ɔbɛyɛn                  	 ɔbɛyɛn                  	0.9917
 Sefo                    	 Sefo                    	0.7212
 wɔfirafira              	 wɔfirafira              	0.1885
 ɛunia                   	 ɛunia                   	0.4561
 Temple                  	 Temple                  	0.8198
 wonnom                  	 wonnom                  	0.5407
 Andean                  	 Andean                  	0.8906
 Beeri                   	 Beeri                   	0.9674
 Thurstan                	 Thurstan                	0.8985
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 hwaneeɛ                 	 hwaneeɛ                 	0.6352
 ksraa                   	 ksraa                   	0.9249
 ɔsoɛe                   	 ɔsoɛe                   	0.9114
 ADRYANA                 	 ADRYANA                 	0.4276
 Ampadu                  	 Ampadu                  	0.5916
 Yɛbae                   	 Yɛbae                   	0.5419
 frfo                    	 frfo                    	0.9918
 musiɔ                   	 musiɔ                   	0.7151
 tetew                   	 tetew                   	0.6137
 SIGYADI                 	 SIGYADI                 	0.5769
 mmra!                   	 mmra!                   	0.7203
 akankan                 	 akankan                 	0.9883
 mammem                  	 mammem                  	0.7222
 binom                   	 binom                   	0.4549
 wɔrekɔtra               	 wɔrekɔtra               	0.8916
 yehwie                  	 yehwie                  	0.5316
 WUBEHU                  	 WUBEHU                  	0.6161
 kokoam                  	 kokoam                  	0.8968
 kyinkyim                	 kyinkyim                	0.6784
 Blade                   	 Blade                   	0.9855
 ɔkra.                   	 ɔkra.                   	0.9266
 mantra                  	 mantra                  	0.7704
 abfodwom                	 abfodwom                	0.4568
 anokasa                 	 anokasa                 	0.8942
 FARSI                   	 FARSI                   	0.8821
 tiaatwa                 	 tiaatwa                 	0.9898
 adwumapa                	 adwumapa                	0.3626
 Heraɔlius               	 Heraɔlius               	0.7613
 nkɔgu                   	 nkɔgu                   	0.7980
 mmɛtɔɔ                  	 mmɛtɔɔ                  	0.3266
 ɔmmɛsra                 	 ɔmmɛsra                 	0.7137
 abawo                   	 abawo                   	0.4895
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 worebesiw               	 worebesiw               	0.4995
 ɔannot                  	 ɔannot                  	0.8037
 worebɛnua               	 worebɛnua               	0.3388
 wɔbɛkyerɛ               	 wɔbɛkyerɛ               	0.9936
 adɔeɛyɛ                 	 adɔeɛyɛ                 	0.8753
 Dzramedo                	 Dzramedo                	0.6520
 akɔda                   	 akɔda                   	0.9233
 ooo                     	 ooo                     	0.5564
 Trɛ                     	 Trɛ                     	0.9990
 NYT                     	 NYT                     	0.5006
 ROGELIO                 	 ROGELIO                 	0.6068
 menkɔtoa                	 menkɔtoa                	0.8157
 ɔmmɛtwee                	 ɔmmɛtwee                	0.5256
 Somorɔ                  	 Somorɔ                  	0.9311
 ɔsomee                  	 ɔsomee                  	0.2833
 Wohuruhuruw             	 Wohuruhuruw             	0.9403
 sukuukɔ                 	 sukuukɔ                 	0.3801
 wɔnyera                 	 wɔnyera                 	0.4901
 wannyaa                 	 wannyaa                 	0.5346
 Mebrɛe                  	 Mebrɛe                  	0.9929
 Antipatri               	 Antipatri               	0.1397
 dn...?                  	 dn...?                  	0.3236
 Adwinnwen               	 Adwinnwen               	0.6686
 ennyaw                  	 ennyaw                  	0.7557
 wgye                    	 wgye                    	0.9331
 Antnio                  	 Antnio                  	0.9952
 Original                	 Original                	0.8158
 ɛyeɛ                    	 ɛyeɛ                    	0.9997
 ammɛhoahoa              	 amumɛhoaboa             	0.0374
 moretie                 	 moretie                 	0.6084
 wantu                   	 wantu                   	0.9167
 WɔNYɛ                   	 WɔNYɛ                   	0.8551
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Tivoli                  	 Tivoli                  	0.9890
 Seɔurity                	 Seɔurity                	0.3925
